,Fluorescent labeling,FRAGMENTS,FREQUENCY
51840,Yes,cc(c)n(-c1cc(Cl)cc(Cl)c1)c(c)c,1
10465,No ,Cc1cc(F)c(S(N)(=O)=O)cc1F,1
51846,Yes,cc(c)n(-c1cccc(-c)c1)c(-c)n,1
21129,No ,cc(c)-c1nnc(=O)c2noc(C)c12,1
51865,Yes,cc(c)n(-c1ccccc1B(c)c)c(c)c,1
2998,No ,CCC(CC)N(C(=O)C(C)c)C1CC1,1
2999,No ,CCC(CC)N(C(=O)CN)C(CC)CC,1
21115,No ,cc(c)-c1nn(CN)c(=O)o1,1
21116,No ,cc(c)-c1nn(CN)c(=S)n1C,1
21119,No ,cc(c)-c1nn(Cc)cc1[N+],1
21121,No ,cc(c)-c1nn(c(c)O)c(n)c1C,1
21122,No ,cc(c)-c1nn(cn)c(c)nc1=O,1
21123,No ,cc(c)-c1nn(nn)c(c)nc1=O,1
51855,Yes,cc(c)n(-c1cccc(O)c1)c(c)c,1
21125,No ,cc(c)-c1nnc(-c(n)n)o1,1
51852,Yes,cc(c)n(-c1cccc(C)c1C)c(c)c,1
3004,No ,CCC(CC)N(C)C(=O)C(C)S,1
3005,No ,CCC(CC)N(C)C(=O)C(C)n,1
21126,No ,cc(c)-c1nnc(-c(n)o)o1,1
51816,Yes,cc(c)n(-c1c(C#N)cccc1C#N)c(c)c,1
21165,No ,cc(c)-c1nnc(S(C)(=O)=O)n1CC(C)C,1
21167,No ,cc(c)-c1nnc(S)n1-c,1
51783,Yes,cc(c)c1n(c)[Si]n(c)c(c(c)c)=N1,1
21211,No ,cc(c)-c1nnnn1Cc(n)n,1
51780,Yes,cc(c)c1n(c)Pn(c)c(c(c)c)=N1,1
21212,No ,cc(c)-c1noc(-c(c)[nH])n1,1
10440,No ,Cc1cc(Cl)ccc1C(C)N,1
21215,No ,cc(c)-c1noc(-c(c)s)n1,1
3022,No ,CCC(CC)N(CC(N)=O)C(CC)CC,1
3023,No ,CCC(CC)N(CC)C(=O)CN,1
10439,No ,Cc1cc(Cl)ccc1Br,1
51772,Yes,cc(c)c1ccoc1c,1
51771,Yes,cc(c)c1ccncc1c,1
51770,Yes,cc(c)c1ccn(C)c1c,1
21218,No ,cc(c)-c1noc(=O)n1CC(N)=O,1
21219,No ,cc(c)-c1noc(=O)n1Cc(n)[nH],1
21224,No ,cc(c)-c1noc(C(C)O)n1,1
21228,No ,cc(c)-c1noc(C)c1C(=O)N(C)c,1
21210,No ,cc(c)-c1nnnn1CC(N)=O,1
3019,No ,CCC(CC)N(CC(C)C)C(=O)C(C)O,1
21172,No ,cc(c)-c1nnc(SC)n1-c(c(C)n)c(n)=O,1
21209,No ,cc(c)-c1nnnn1CC,1
10451,No ,Cc1cc(Cl)nc2ccccc12,1
21176,No ,cc(c)-c1nnc(SC)n1CC(C)O,1
21178,No ,cc(c)-c1nnc(SC)n1CC(N)=O,1
51807,Yes,cc(c)n(-c1c(-n(c)c)c(-c)cc(F)c1-n(c)c)c(c)c,1
21179,No ,cc(c)-c1nnc(SC)n1CCC,1
21180,No ,cc(c)-c1nnc(SC)n1CCO,1
51803,Yes,cc(c)c1sccc1s,1
51799,Yes,cc(c)c1occc1c,1
3015,No ,CCC(CC)N(C)Cc(n)n,1
51793,Yes,cc(c)c1nccn1c,1
3016,No ,CCC(CC)N(C)Cc(n)o,1
21198,No ,cc(c)-c1nncn1C(C)C,1
51790,Yes,cc(c)c1nc(n(C)n)c(c)cc1c,1
10447,No ,Cc1cc(Cl)ccc1S(C)(=O)=O,1
3018,No ,CCC(CC)N(C)S(C)(=O)=O,1
21335,No ,cc(c)-n1cc(C)c(NS)n1,1
51664,Yes,cc(c)c1cc(C(=O)O)ccc1c,1
51476,Yes,cc(c)c(C(=O)OCC)c(C)n,1
51535,Yes,cc(c)c1c(C(=O)OC)c(N)c(C)cc1c,1
51544,Yes,cc(c)c1c(C)n([B-]([N+])(F)F)c(C)c1c,1
21481,No ,cc(c)-n1nc(Cn)c(C)c1C,1
51541,Yes,cc(c)c1c(C)cc(s)cc1[nH],1
51540,Yes,cc(c)c1c(C)cc(o)cc1[nH],1
51539,Yes,cc(c)c1c(C)cc([nH])cc1[nH],1
21486,No ,cc(c)-n1nc(SC)nc1C,1
21489,No ,cc(c)-n1ncc(-c(c)n)c1C,1
21490,No ,cc(c)-n1ncc(-c)c1C,1
3083,No ,CCC(CC)NCC(C)(C)N,1
3089,No ,CCC(CC)Nc(cn)cn,1
10366,No ,Cc1cc(C)n(Cc(n)n)n1,1
21492,No ,cc(c)-n1ncc(C#N)c1N,1
21493,No ,cc(c)-n1ncc(C#N)c1NC(C)=O,1
21494,No ,cc(c)-n1ncc(C(=O)O)c1C,1
10365,No ,Cc1cc(C)n(CCN)n1,1
3091,No ,CCC(CC)OC(CC)C(C)N,1
21479,No ,cc(c)-n1nc(CN)c(C)c1C,1
21478,No ,cc(c)-n1nc(CC)cc1N,1
3086,No ,CCC(CC)NCC(C)O,1
21476,No ,cc(c)-n1nc(C)nc1NC(C)=O,1
3084,No ,CCC(CC)NCC(C)(c)C,1
21445,No ,cc(c)-n1nc(C)c(C)c1NC(N)=O,1
51566,Yes,cc(c)c1c([n+])ccc2ccccc21,1
21448,No ,cc(c)-n1nc(C)c(CC)c1CCC,1
21450,No ,cc(c)-n1nc(C)c(CC)c1NC(c)=O,1
21453,No ,cc(c)-n1nc(C)c(Cn)c1Cl,1
10373,No ,Cc1cc(C)n2c(S)nnc2n1,1
10369,No ,Cc1cc(C)n(c(n)S)c(n)n1,1
21469,No ,cc(c)-n1nc(C)cc1NCc,1
51556,Yes,cc(c)c1c(OC(C)C)cc(C)cc1c,1
51555,Yes,cc(c)c1c(O)cc(O)cc1o,1
21473,No ,cc(c)-n1nc(C)nc1CC,1
51552,Yes,cc(c)c1c(N(CC)CC)cc(C)cc1c,1
21474,No ,cc(c)-n1nc(C)nc1CCC,1
21475,No ,cc(c)-n1nc(C)nc1N,1
10363,No ,Cc1cc(C)n(CC(C)O)n1,1
51524,Yes,cc(c)c1c(=O)cc(C)oc1c,1
51523,Yes,cc(c)c1c(=O)c(=C(C)C)c(c)c1c,1
51498,Yes,cc(c)c(c(c)c)P(=O)(c(c(c)c)c(c)c)c(c(c)c)c(c)c,1
51496,Yes,cc(c)c(c(C)n)C(C)C,1
21516,No ,cc(c)-n1ncc(S)c1N,1
3097,No ,CCC(CC)c1cc(-c)on1,1
21517,No ,cc(c)-n1ncc(SC)c1NC(C)=O,1
51492,Yes,cc(c)c(Cl)c(=O)o,1
3099,No ,CCC(CC)c1cc(N)[nH]n1,1
3100,No ,CCC(CC)c1cccc(O)c1,1
10354,No ,Cc1cc(C)cc(n)c1,1
21521,No ,cc(c)-n1ncc2c(=O)nc(C)nc21,1
10352,No ,Cc1cc(C)cc([N+](=O)[O-])c1,1
3102,No ,CCC(CC)c1ccccc1CO,1
3103,No ,CCC(CC)c1ccncc1,1
3104,No ,CCC(CC)c1cnn(C)c1,1
3105,No ,CCC(CC)c1nc(-c)cs1,1
51479,Yes,cc(c)c(C)c(-c)[nH],1
21515,No ,cc(c)-n1ncc(NS)c1C(F)(F)F,1
51499,Yes,cc(c)c(c(c)c)P(F)(F)(c(c(c)c)c(c)c)c(c(c)c)c(c)c,1
51522,Yes,cc(c)c1c(=C(C(c)=O)C(c)=O)c(=O)c(c)c1c,1
51500,Yes,cc(c)c(c(c)c)[NH+](C)C,1
10361,No ,Cc1cc(C)n(C)cc1C,1
51520,Yes,cc(c)c1[nH]cc(C)c1c,1
21502,No ,cc(c)-n1ncc(C(n)=O)c1C,1
21503,No ,cc(c)-n1ncc(C)c1-n,1
51517,Yes,cc(c)c(cs)-c1ccc(C)n1[B-]([N+])(F)F,1
51512,Yes,cc(c)c(c[nH])CC([NH3+])C(=O)[O-],1
51511,Yes,cc(c)c(c[nH])CC(=O)OC,1
51510,Yes,cc(c)c(c[nH])CC(=O)CO,1
51509,Yes,cc(c)c(c[nH])C(NC(=O)O)C(=O)OC,1
51507,Yes,cc(c)c(c(c)c)[Si](OC)(c(c(c)c)c(c)c)c(c(c)c)c(c)c,1
51506,Yes,cc(c)c(c(c)c)[Si](O)(c(c(c)c)c(c)c)c(c(c)c)c(c)c,1
51504,Yes,cc(c)c(c(c)c)[Si](C#C[Si])(c(c(c)c)c(c)c)c(c(c)c)c(c)c,1
51503,Yes,cc(c)c(c(c)c)[SiH](c(c(c)c)c(c)c)c(c(c)c)c(c)c,1
51502,Yes,cc(c)c(c(c)c)[Si-](F)(F)(c(c(c)c)c(c)c)c(c(c)c)c(c)c,1
51501,Yes,cc(c)c(c(c)c)[P+](C)(c(c(c)c)c(c)c)c(c(c)c)c(c)c,1
51569,Yes,cc(c)c1c([nH])cc(C)c2c(c)c(c)[nH]c21,1
21444,No ,cc(c)-n1nc(C)c(C)c1NC(C)=O,1
10414,No ,Cc1cc(CS(C)=O)on1,1
51627,Yes,cc(c)c1c(n)ccc2c(c)c(c)sc21,1
10398,No ,Cc1cc(C2CC2)nn(C)c1,1
51633,Yes,cc(c)c1c(o)cc(O)c2ccccc21,1
51632,Yes,cc(c)c1c(o)cc(C)c2c(c)c(c)[nH]c21,1
10397,No ,Cc1cc(C2CC2)nc(n)c1,1
21380,No ,cc(c)-n1ccnc1CNC,1
51629,Yes,cc(c)c1c(o)=CC2=C(c)cn(c)[B-](F)(F)[N+]=12,1
51628,Yes,cc(c)c1c(n)ccc2ccccc21,1
21382,No ,cc(c)-n1ccnc1NC(c)=O,1
3082,No ,CCC(CC)NC1CCC1,1
3074,No ,CCC(CC)NC(CC)C(C)C,1
21383,No ,cc(c)-n1ccnc1NS(c)(=O)=O,1
10396,No ,Cc1cc(C2CC2)[nH]n1,1
51621,Yes,cc(c)c1c(c)n[B-](F)(F)[N+]2=C(c)C=CC=12,1
3075,No ,CCC(CC)NC(CC)C(c)N,1
3076,No ,CCC(CC)NC(CC)CC,1
51617,Yes,cc(c)c1c(c)coc2cccc(O)c21,1
51636,Yes,cc(c)c1c(o)ccc2ccc(o)c(c(c)c)c21,1
21375,No ,cc(c)-n1ccn(C)cc1=O,1
21374,No ,cc(c)-n1ccn(C)c(=O)c1=O,1
51639,Yes,cc(c)c1c(s)=CC2=C(c)cn(c)[B-](F)(F)[N+]=12,1
10413,No ,Cc1cc(CS(C)(=O)=O)on1,1
21338,No ,cc(c)-n1cc(CC)c(-c)n1,1
51660,Yes,cc(c)c1cc(C#N)ccc1c,1
3070,No ,CCC(CC)NC(C(N)=O)C(C)C,1
3071,No ,CCC(CC)NC(C)(C)CN,1
21346,No ,cc(c)-n1cc(CS)nn1,1
10407,No ,Cc1cc(CN)ncn1,1
10405,No ,Cc1cc(CN)ccc1F,1
21355,No ,cc(c)-n1cc(c)c(c(n)=O)n1,1
21356,No ,cc(c)-n1cc(cn)c(c)n1,1
10404,No ,Cc1cc(CN)c[nH]1,1
21362,No ,cc(c)-n1ccc(C(n)=O)n1,1
10402,No ,Cc1cc(CN(C)c)no1,1
51643,Yes,cc(c)c1c(s)ccc2sccc21,1
21372,No ,cc(c)-n1ccccc1=O,1
21387,No ,cc(c)-n1ccnc1SC(C)C,1
51615,Yes,cc(c)c1c(c)coc2c(c)ccc(O)c21,1
10392,No ,Cc1cc(C)nc(s)c1,1
3079,No ,CCC(CC)NC(N)=O,1
51589,Yes,cc(c)c1c(c)cc(c)c2ccc(F)cc21,1
51588,Yes,cc(c)c1c(c)cc(c)c2ccc(Cl)cc21,1
21421,No ,cc(c)-n1nc(-c)cc1C(=O)NC,1
21422,No ,cc(c)-n1nc(-c)cc1O,1
51585,Yes,cc(c)c1c(c)cc(c)c2c(c)ccc(C(N)=O)c12,1
21423,No ,cc(c)-n1nc(C(=O)O)nc1C,1
21424,No ,cc(c)-n1nc(C(C)(C)C)cc1N,1
21425,No ,cc(c)-n1nc(C(C)C)c(c)c1n,1
10382,No ,Cc1cc(C)nc(N(C)C)n1,1
21434,No ,cc(c)-n1nc(C)c(-c(c)n)c1C,1
21435,No ,cc(c)-n1nc(C)c(-c)c1C,1
21436,No ,cc(c)-n1nc(C)c(C#N)c1CN(C)C,1
21437,No ,cc(c)-n1nc(C)c(C#N)c1CSc,1
10379,No ,Cc1cc(C)n2ncnc2n1,1
21442,No ,cc(c)-n1nc(C)c(C)c1Cl,1
51590,Yes,cc(c)c1c(c)cc(c)c2ccc(o)cc21,1
10385,No ,Cc1cc(C)nc(S)c1,1
21396,No ,cc(c)-n1cnc(S)n1,1
21413,No ,cc(c)-n1cnnc1NC(C)=O,1
21397,No ,cc(c)-n1cnc(SC)n1,1
51609,Yes,cc(c)c1c(c)ccc2oc(c)c(c(c)c)c21,1
51608,Yes,cc(c)c1c(c)ccc2cnccc21,1
3077,No ,CCC(CC)NC(CC)CS,1
21401,No ,cc(c)-n1cncc1C(=O)N(C)c,1
21405,No ,cc(c)-n1cnn(C)c1=S,1
21406,No ,cc(c)-n1cnn(CN)c1=S,1
10388,No ,Cc1cc(C)nc([nH])c1,1
51602,Yes,cc(c)c1c(c)ccc2ccc(c)c(c(c)c)c21,1
10387,No ,Cc1cc(C)nc(Sc(n)n)n1,1
51600,Yes,cc(c)c1c(c)ccc2c[n+]ccc21,1
21409,No ,cc(c)-n1cnnc1CCC,1
51598,Yes,cc(c)c1c(c)ccc2c(c)ccc(C(N)=O)c21,1
51597,Yes,cc(c)c1c(c)ccc2c(O)ccc(C(N)=O)c21,1
51596,Yes,cc(c)c1c(c)ccc2c(F)ccc(C(N)=O)c21,1
19095,No ,cOc1ccncc1NC(C)=O,1
17872,No ,cCn1nc(C)c(CN)c1Cl,1
53979,Yes,cc1cc[n+](CN)c(N)c1,1
58525,Yes,ccc1c(c)oc(=O)c2ccc(N)cc21,1
58522,Yes,ccc1c(c)oc(=O)c2c(C)nc(n)c(cn)c21,1
58521,Yes,ccc1c(c)oc(=O)c2c(C)nc(n)c(c(C)n)c21,1
14537,No ,Oc1ccc(Br)cc1F,1
14548,No ,Oc1ccc(Cl)cc1Br,1
58512,Yes,ccc1c(c)ncc2[n+]1[B-](F)(F)Occ-2c,1
58511,Yes,ccc1c(c)nc2n1C(=O)c(c)c-2c,1
58510,Yes,ccc1c(c)nc2ccccn21,1
58509,Yes,ccc1c(c)nc2c(c)cc(c)c(=O)n12,1
58507,Yes,ccc1c(c)nc(c)c2ccccc12,1
785,No ,CC(C)(C)c1cccc(Br)c1,1
14565,No ,Oc1ccc2ccccc2c1,1
14567,No ,Oc1ccc2ccncc2c1,1
14568,No ,Oc1ccc2cnccc2c1,1
58501,Yes,ccc1c(c)nc(-c)c(=O)n1C,1
14569,No ,Oc1ccc2nc(S)[nH]c2c1,1
11625,No ,Cc1cn2c(=O)ccnc2s1,1
58498,Yes,ccc1c(c)nc(-c(c)c)n1C,1
14536,No ,Oc1ccc(Br)cc1Cl,1
14533,No ,Oc1cc(F)cc(s)c1,1
11624,No ,Cc1cn2c(=O)c(C)cnc2s1,1
58527,Yes,ccc1c(c)oc(=O)c2cnc(n)c(c(C)n)c21,1
14516,No ,OCc1csc(CO)n1,1
777,No ,CC(C)(C)c1c(N)cccc1F,1
778,No ,CC(C)(C)c1cc(Br)ccc1N,1
58543,Yes,ccc1c(c)oc2ccc(c)c(c(c)c)c21,1
58542,Yes,ccc1c(c)oc2ccc(c)c([nH]c)c21,1
14519,No ,OCc1nc(Cl)ccc1Cl,1
14521,No ,OCc1ncccc1Cl,1
58538,Yes,ccc1c(c)oc2cc(C)n([B-]([N+])(F)F)c21,1
58537,Yes,ccc1c(c)oc2c(n)cc(C)cc12,1
58536,Yes,ccc1c(c)oc2c(c)cnnc12,1
58534,Yes,ccc1c(c)oc2c([nH])cc(C)cc12,1
14524,No ,OCc1nnc2ccc(Cl)nn12,1
14526,No ,Oc1c(Cl)cccc1Cl,1
14527,No ,Oc1cc(CS)on1,1
14528,No ,Oc1cc(CS)sn1,1
14529,No ,Oc1cc(Cl)c(Cl)cc1Cl,1
58528,Yes,ccc1c(c)oc(=O)c2cnc(n)c(cn)c21,1
14571,No ,Oc1ccc2nn[nH]c2c1,1
14573,No ,Oc1cccc(C(F)(F)F)c1,1
14509,No ,OCc1ccccc1CNS,1
795,No ,CC(C)(C)c1nnc(CO)o1,1
14605,No ,Oc1nnc2ccccn12,1
58465,Yes,ccc1c(c)ccc2ncc(c)c(c(c)c)c21,1
14609,No ,SC1CCCc2ccccc21,1
58461,Yes,ccc1c(c)ccc2cnc(c)c(c(c)c)c21,1
797,No ,CC(C)(C)c1nnc(NS)s1,1
798,No ,CC(C)(C)n1cnc2ccccc21,1
799,No ,CC(C)(CC(N)=O)C(=O)O,1
58456,Yes,ccc1c(c)ccc2ccc(N)c(C(=O)O)c21,1
14620,No ,SCCn1cccn1,1
14622,No ,SCc1cc[nH]cc1,1
14623,No ,SCc1ccc(Br)cc1,1
58451,Yes,ccc1c(c)ccc2ccc(-c)c(-c(c)c)c21,1
58450,Yes,ccc1c(c)ccc2cc(C)n([B-]([N+])(F)F)c21,1
58448,Yes,ccc1c(c)ccc2c[n+]c(c)c(c(c)c)c21,1
58446,Yes,ccc1c(c)ccc2c1ccn2C,1
58445,Yes,ccc1c(c)ccc2c1c(c(c)c)c(c)c[n+]2C,1
14630,No ,SCc1ccc(S)o1,1
14604,No ,Oc1ncnc2sccc12,1
14602,No ,Oc1ncnc2cc(F)ccc12,1
58494,Yes,ccc1c(c)n(C)c2[n+]1CN(c)C=N2,1
14599,No ,Oc1ncccc1Cl,1
11623,No ,Cc1cn(CC(F)(F)F)nc1C,1
11622,No ,Cc1cn(CC(C)C)nc1C,1
11621,No ,Cc1cn(CC(C)C)nc1-c,1
791,No ,CC(C)(C)c1ccccc1O,1
58489,Yes,ccc1c(c)coc2ccccc21,1
58486,Yes,ccc1c(c)cnc2c(c)cc(c)c(=O)n12,1
11619,No ,Cc1cn(C)nc1C(C)C,1
14582,No ,Oc1ccccc1C(F)(F)F,1
58483,Yes,ccc1c(c)cn(c)c2c(P)cccc12,1
58482,Yes,ccc1c(c)ccn2c(-c)nc(-c(c)c)c12,1
58481,Yes,ccc1c(c)ccn1C(=O)OC,1
14592,No ,Oc1ccnc(N2CCC2)n1,1
14593,No ,Oc1ccnc2ccccc12,1
11612,No ,Cc1cn(C)c2ccc(F)cc2n1,1
58475,Yes,ccc1c(c)ccc2occc(=O)c21,1
14597,No ,Oc1ncc(C(F)(F)F)cc1Cl,1
14598,No ,Oc1ncc(Cl)cc1Cl,1
58547,Yes,ccc1c(c)sc2[n+]1CN(c)C=N2,1
14507,No ,OCc1cccc2cccnc12,1
58437,Yes,ccc1c(c)ccc2c(c)c(c)[nH]c12,1
14410,No ,O=c1ccc(C(F)(F)F)nn1,1
14415,No ,O=c1cccc(C(F)(F)F)[nH]1,1
58632,Yes,ccc1c2c([nH]c1c)=C(C)N[B-](F)(F)[N+]=2c(c)c,1
14416,No ,O=c1cccc(Cl)n1,1
14417,No ,O=c1cccc[nH]1,1
58629,Yes,ccc1c2c(N(c)c)cccc2n(C)c1c,1
58628,Yes,ccc1c2c(C)ccc(o)c2n(-c)c1c,1
58627,Yes,ccc1c2c(C)ccc(n)c2n(C)c1c,1
14420,No ,O=c1ccnc(=O)[nH]1,1
58624,Yes,ccc1c2c(C(c)(c)c)c(-c)ccc2n(-c)c1c,1
14425,No ,O=c1ccoc(CO)c1,1
14426,No ,O=c1ccoc2ccccc12,1
14429,No ,O=c1cnc2ccccc2[nH]1,1
14430,No ,O=c1cncc[nH]1,1
14432,No ,O=c1nc(S)nc2ccccc12,1
14433,No ,O=c1nc[nH]c2[nH]ncc12,1
14434,No ,O=c1ncc(Br)cc1[N+](=O)[O-],1
14437,No ,O=c1ncc(F)c[nH]1,1
14414,No ,O=c1ccc2ccccc2o1,1
14403,No ,O=c1cc(CS)cc[nH]1,1
761,No ,CC(C)(C)CN,1
754,No ,CC(C)(C)C(CN)c1ccccc1,1
745,No ,CC(C)(C)C(=O)N1CC(n)C1,1
14390,No ,O=c1[nH]c2ccccc2[nH]1,1
747,No ,CC(C)(C)C(=O)N1CCCC1C(=O)O,1
14392,No ,O=c1[nH]cnc2c(Br)cc(Br)cc12,1
58652,Yes,ccc1c2c(c(c)cc1c)C(C)(C)c(c)c-2c(c)c,1
14393,No ,O=c1[nH]cnc2c(Cl)cc(Cl)cc12,1
14394,No ,O=c1[nH]cnc2c1CCCC2,1
58649,Yes,ccc1c2c(c(c)cc1c)-c(c)c(s)C2(C)C,1
58648,Yes,ccc1c2c(c(c)cc1c)-c(c)c(c)C2(c(c)c)c(c)c,1
14395,No ,O=c1[nH]cnc2ccc(Br)cc12,1
14397,No ,O=c1[nH]cnc2ccc(F)cc12,1
752,No ,CC(C)(C)C(=O)NCCN,1
11662,No ,Cc1cnc(C(F)(F)F)n1C,1
58642,Yes,ccc1c2c(c(c)C(=O)C2C(C)S)c(c)cc1c,1
14401,No ,O=c1c(s)cncn1CCO,1
14402,No ,O=c1cc(CO)occ1O,1
58639,Yes,ccc1c2c(c(c)-c(c)c-2c(c)c)c(c)cc1c,1
760,No ,CC(C)(C)C1CCCNC1,1
58610,Yes,ccc1c2[n+](c(C)c1c)[B-](F)(F)nc(c)C=2c(c)c,1
14506,No ,OCc1cccc2c1OCOC2,1
14484,No ,OCCF,1
11642,No ,Cc1cn2ccccc2c1C,1
768,No ,CC(C)(C)NC(=O)C1CC1(C)c,1
14493,No ,OCc1ccc(Cl)c(Cl)c1,1
14494,No ,OCc1ccc(Cl)c2cccnc12,1
11639,No ,Cc1cn2cccc(C(=O)O)c2n1,1
769,No ,CC(C)(C)NC(=O)CCN,1
770,No ,CC(C)(C)NC1CCOCC1,1
58563,Yes,ccc1c(n)C(c)(c)c2ccccc2-1,1
58562,Yes,ccc1c(n)-cc(c)CC1,1
14500,No ,OCc1ccc(O)co1,1
772,No ,CC(C)(C)NS(c)(=O)=O,1
14503,No ,OCc1cccc(Cl)c1,1
58557,Yes,ccc1c(c)sc2cc(C)n([B-]([N+])(F)F)c21,1
14504,No ,OCc1cccc(F)c1,1
14505,No ,OCc1cccc(O)c1,1
58554,Yes,ccc1c(c)sc2c(c)c(c)[nH]c12,1
58553,Yes,ccc1c(c)sc2c([nH])cc(C)cc12,1
14486,No ,OCCN1CCCC(O)C1,1
11643,No ,Cc1cn2ccccc2c1C#N,1
14442,No ,O=c1ncnc2cc(Cl)ccc12,1
14474,No ,OCC1CCCCC1NS,1
58607,Yes,ccc1c(s)ccc2sc(C)cc21,1
14443,No ,O=c1ncnc2cc(F)ccc12,1
14444,No ,O=c1ncnc2cc(O)ccc12,1
762,No ,CC(C)(C)CN1CCCCC1,1
11660,No ,Cc1cnc(C(C)C)s1,1
14448,No ,O=c1ncnc2ncccc12,1
58601,Yes,ccc1c(s)cc(C)c2c(c)c(c)[nH]c12,1
14450,No ,O=c1ncncc1Br,1
58595,Yes,ccc1c(s)C(C)(C)c2c-1c(cc)c(c)cc2c,1
14455,No ,O=c1nncn2nccc12,1
11659,No ,Cc1cnc(C(C)C)nc1N,1
14457,No ,OC(C1CCNCC1)C(F)(F)F,1
14459,No ,OC12CCCCC1CNCC2,1
14460,No ,OC1C2CCCC1CNC2,1
58588,Yes,ccc1c(o)cc(c)c2c(c)cccc12,1
11653,No ,Cc1cnc(-c)cn1,1
763,No ,CC(C)(C)CNC(=O)C(C)(C)c,1
14631,No ,SCc1cccc(Br)c1,1
14645,No ,SCc1ccncn1,1
607,No ,CC(=O)Nc1cccnc1Cl,1
14825,No ,[nH]cc(cn)NC(=O)Cn,1
14827,No ,[nH]nc(-c1ccccc1)c(n)=O,1
14828,No ,c-c(n)c(C#N)c([nH])S,1
14829,No ,c-c(n)c(C(=O)N(C)C)c(C)o,1
14830,No ,c-c(n)c(C(=O)NC(C)(C)C)c(C)o,1
854,No ,CC(C)C(=O)Cn,1
14832,No ,c-c(n)c(C)c([nH])N,1
855,No ,CC(C)C(=O)N(C(C)C)C(C)C,1
58263,Yes,ccc1c(c)cc(=[N+])c2[nH]cc(C(C)C)c21,1
58262,Yes,ccc1c(c)cc(=O)n2c(c)cc(c)nc12,1
14834,No ,c-c(n)c(C)cn,1
14835,No ,c-c(n)c(N)n(C)n,1
856,No ,CC(C)C(=O)N(C(C)C)C1CC1,1
14836,No ,c-c(n)c(c[nH])C(=O)Nc(n)[nH],1
14840,No ,c-c(n)c(cn)C(F)F,1
14842,No ,c-c(n)c(cn)CNC(C)(C)C,1
14844,No ,c-c(n)c(cn)CNc(n)s,1
14845,No ,c-c(n)c(cn)[N+](=O)[O-],1
14826,No ,[nH]cc1ccc(N)cc1n,1
14823,No ,[nH]c1cncc(Br)c1,1
859,No ,CC(C)C(=O)N(C)CC(C)(C)C,1
58276,Yes,ccc1c(c)cc(C)c2c(c)c(c)n(C(=O)O)c12,1
848,No ,CC(C)(c)c1nc(C(C)(C)N)no1,1
14805,No ,[nH]c1ccc(F)c(F)c1,1
849,No ,CC(C)(c)c1nnc(N)s1,1
58295,Yes,ccc1c(c)cc([Si])c2ccccc21,1
58294,Yes,ccc1c(c)cc([Si-])c2ccccc21,1
14807,No ,[nH]c1ccc(N)cc1,1
58292,Yes,ccc1c(c)cc(O)c2c(c)cc(=O)oc12,1
14808,No ,[nH]c1ccc(NS)cc1,1
14810,No ,[nH]c1ccc2c(c1)OCCO2,1
58287,Yes,ccc1c(c)cc(C)c2ccc(c)cc21,1
58286,Yes,ccc1c(c)cc(C)c2ccc([Si])cc21,1
14812,No ,[nH]c1cccc(C(=O)O)c1,1
14813,No ,[nH]c1cccc(C(F)(F)F)c1,1
11580,No ,Cc1ccoc1CO,1
58281,Yes,ccc1c(c)cc(C)c2ccc(-c)cc21,1
853,No ,CC(C)=Cc1ccccc1,1
58277,Yes,ccc1c(c)cc(C)c2c(c)c(c)n(C)c12,1
14846,No ,c-c(n)c1ccccc1n,1
14847,No ,c-c(n)n(-c1c(C)n(C)n(-c)c1=O)c(n)S,1
846,No ,CC(C)(c)S(=O)(=O)c1ccccc1,1
14871,No ,c-c1c[nH]c(=O)cc1C,1
871,No ,CC(C)C(=O)N1CCCC1c(n)[nH],1
873,No ,CC(C)C(=O)N1CCCCC1C,1
14874,No ,c-c1c[nH]c(C(C)C)n1,1
875,No ,CC(C)C(=O)N1CCCCC1CN,1
14879,No ,c-c1cc(-c(n)o)[nH]n1,1
14883,No ,c-c1cc(C(=O)N(C)C)c(c(C)n)c(o)n1,1
14884,No ,c-c1cc(C(=O)N(C)C)cs1,1
11564,No ,Cc1ccncc1Cc(n)o,1
58208,Yes,ccc1c(c)c=C(C)C2C1=CC(S)=CC2C,1
58207,Yes,ccc1c(c)c=C(C)C2C1=CC(O)=CC2C,1
58206,Yes,ccc1c(c)c=C(C)C2C1=CC(N)=CC2C,1
14886,No ,c-c1cc(C(=O)N(C)C)nn1-c,1
58204,Yes,ccc1c(c)c=C(C)C2C1=CC(Br)=CC2C,1
11563,No ,Cc1ccncc1C,1
14890,No ,c-c1cc(C(=O)N(C)c)co1,1
14894,No ,c-c1cc(C(=O)N(C)c)sc1C,1
14895,No ,c-c1cc(C(=O)N(c)C)n[nH]1,1
14872,No ,c-c1c[nH]c(=O)n(C)c1,1
869,No ,CC(C)C(=O)N1CCCC1C(C)c,1
14848,No ,c-c(n)n(C)c(n)=S,1
14870,No ,c-c1c(C(N)=O)c2ccccc2n1C,1
14849,No ,c-c(n)n(C)c(n)N,1
11573,No ,Cc1ccnnc1NC(C)C,1
14853,No ,c-c(n)n(CC(C)C)c(n)S,1
861,No ,CC(C)C(=O)N(C1CCC1)C1CCC1,1
58241,Yes,ccc1c(c)cN=C2c(c)c(c)C(=O)N21,1
14857,No ,c-c(n)n(Cc(nn)n(C)n)c(=O)o,1
