,Fluorescent labeling,FRAGMENTS,FREQUENCY
58239,Yes,ccc1c(c)cN(C)C(c(c)c)=N1,1
863,No ,CC(C)C(=O)N1C2CCC(C2)C1C(N)=O,1
58236,Yes,ccc1c(c)cC(c)(c)c2ccccc2-1,1
11567,No ,Cc1ccncc1n,1
864,No ,CC(C)C(=O)N1CC2CCC1C2,1
58233,Yes,ccc1c(c)cC(N)=N/C1=N\c(c)n,1
58232,Yes,ccc1c(c)cC(N)=N/C1=N\c(c)c,1
14861,No ,c-c(n)n(cn)C(C)C,1
14864,No ,c-c(n)n1c(n)CN(c)CC1,1
14869,No ,c-c1[nH]c2ccccc2c1CN,1
866,No ,CC(C)C(=O)N1CCC(N)C1,1
14804,No ,[nH]c1ccc(Cl)cc1Cl,1
58306,Yes,ccc1c(c)cc(c)c(cc)n1CC(=O)O,1
802,No ,CC(C)(CO)N1CCNCC1,1
14689,No ,Sc1ccc2occcc2c1,1
14692,No ,Sc1cccc(Cl)c1Cl,1
58395,Yes,ccc1c(c)cc(c)n2ccnc12,1
14693,No ,Sc1cccc(S)c1,1
58393,Yes,ccc1c(c)cc(c)n2c(P)ccc12,1
58391,Yes,ccc1c(c)cc(c)c2occc12,1
11595,No ,Cc1ccsc1CN(C)c,1
58387,Yes,ccc1c(c)cc(c)c2nccn12,1
14703,No ,Sc1ccnc(C2CC2)n1,1
14704,No ,Sc1ccnc2cc(Cl)ccc12,1
814,No ,CC(C)(N)Cc1ccccc1,1
14708,No ,Sc1cnc2ccccc2c1,1
14710,No ,Sc1cnc2n1CCC2,1
58377,Yes,ccc1c(c)cc(c)c2nc(-c)n(C(c)=O)c12,1
14713,No ,Sc1cnnc2ccccc12,1
14714,No ,Sc1nc2cc(Cl)cc(Cl)c2[nH]1,1
14715,No ,Sc1nc2cc(Cl)ccc2[nH]1,1
817,No ,CC(C)(N)c1ccc(F)c(F)c1,1
58397,Yes,ccc1c(c)cc(n)c2[nH]cc(C(C)C)c12,1
14688,No ,Sc1ccc2ccccc2n1,1
14717,No ,Sc1nc2cccc(Cl)c2[nH]1,1
14687,No ,Sc1ccc2ccccc2c1,1
803,No ,CC(C)(Cn)N1CCOCC1,1
58431,Yes,ccc1c(c)ccc2c(C)c[nH]c21,1
804,No ,CC(C)(N)C(=O)N1CCCCC1,1
14652,No ,SCc1nnc(S)o1,1
58426,Yes,ccc1c(c)ccc2c(=O)n(-c)c(=O)c21,1
58425,Yes,ccc1c(c)ccc2c(-c)cccc21,1
14653,No ,SCc1nnnn1C1CC1,1
58422,Yes,ccc1c(c)ccc2[nH]c([Si])cc21,1
11602,No ,Cc1cn(-c)nc1NS(c)(=O)=O,1
58416,Yes,ccc1c(c)ccc2[n+]1[B-](F)(F)n(c)c=C2,1
58415,Yes,ccc1c(c)ccc2[n+]1[B-](F)(F)n(c)c-2n,1
14668,No ,SNCC1CCCCC1,1
11601,No ,Cc1cn(-c)nc1NS,1
14675,No ,Sc1ccc(Br)c2ccccc12,1
11600,No ,Cc1cn(-c)nc1NC(N)=O,1
11598,No ,Cc1cn(-c)nc1C(=O)N(C)c,1
14685,No ,Sc1ccc2c(c1)CCO2,1
58372,Yes,ccc1c(c)cc(c)c2cccc(OC)c12,1
820,No ,CC(C)(N)c1cccc(Br)c1,1
14792,No ,[nH]c(n)Cc1cnoc1,1
14768,No ,[N+]c1cn(Cc(n)o)cn1,1
14769,No ,[N+]c1cnn(CC(N)=O)c1,1
58330,Yes,ccc1c(c)cc(c)c2c(c)cc(c)c(-c(c)c)c12,1
14772,No ,[nH]c(=O)c1c(n)ncn1CCN,1
58326,Yes,ccc1c(c)cc(c)c2c(c)cc(C)c(=CC)c12,1
14775,No ,[nH]c(=O)c1cc(F)ccc1n,1
839,No ,CC(C)(c(n)o)c1ccccc1,1
14776,No ,[nH]c(=O)c1ccc(Cl)cc1n,1
11590,No ,Cc1ccsc1C(=O)N(c)C,1
58320,Yes,ccc1c(c)cc(c)c2c(c)c(=O)c(=C(C)C)c12,1
840,No ,CC(C)(c(n)s)c1ccccc1,1
14786,No ,[nH]c(n)CN1CCNCC1,1
14787,No ,[nH]c(n)Cc1ccccc1,1
14788,No ,[nH]c(n)Cc1ccccc1F,1
841,No ,CC(C)(c)C(=O)N1CC(C)(C)C1(C)C,1
842,No ,CC(C)(c)C(=O)N1CC2CCC1C2,1
14790,No ,[nH]c(n)Cc1ccon1,1
14791,No ,[nH]c(n)Cc1cncs1,1
837,No ,CC(C)(O)Cn1cncc(s)c1=O,1
14762,No ,[N+]c1ccccc1CN,1
14726,No ,Sc1ncnc2[nH]ccc12,1
58339,Yes,ccc1c(c)cc(c)c2c(c)ccc(N(C)C)c12,1
14727,No ,Sc1ncnc2[nH]cnc12,1
14728,No ,Sc1ncnc2c1CNCC2,1
14730,No ,Sc1ncnc2ccsc12,1
14740,No ,[N+]c1cc(Br)cn(Cc(n)[nH])c1=O,1
14742,No ,[N+]c1ccc(-c(n)n)o1,1
14744,No ,[N+]c1ccc(=O)n(CCO)c1,1
14746,No ,[N+]c1ccc(=O)n(Cc(n)o)c1,1
14747,No ,[N+]c1ccc(C(N)=O)o1,1
14748,No ,[N+]c1ccc(S(N)(=O)=O)cc1,1
14749,No ,[N+]c1ccc(cn)c(n)c1,1
14751,No ,[N+]c1ccc2c(c1)OCO2,1
830,No ,CC(C)(O)C1CCCN1Cc(n)n,1
14752,No ,[N+]c1ccc2nc(N)sc2c1,1
831,No ,CC(C)(O)CCN,1
14755,No ,[N+]c1cccc(Br)c1,1
14757,No ,[N+]c1cccc(Cl)c1,1
14760,No ,[N+]c1cccc([N+](=O)[O-])c1,1
744,No ,CC(C)(C)C#N,1
58658,Yes,ccc1c2c(ccc1c)-c(c)c(c)C2(C)C,1
58659,Yes,ccc1c2c(ccc1c)-c(c)c(c)c-2c(c)c,1
655,No ,CC(=O)Nc1scnc1C,1
58952,Yes,ccc1cc[n+](C)cc1c,1
14104,No ,Nc1cccc(OC(F)F)c1,1
656,No ,CC(=O)Oc1cccc(O)c1,1
11715,No ,Cc1cnc2cccc(C(N)=O)c2n1,1
14108,No ,Nc1cccc(o)c1,1
58944,Yes,ccc1cc(n(c)C)c(c)cc1c,1
11714,No ,Cc1cnc2ccc(O)cc2n1,1
14113,No ,Nc1cccc2ccccc12,1
11712,No ,Cc1cnc2ccc(F)cc2c1N(C)C,1
58940,Yes,ccc1cc(cc)c(c)nc1c,1
657,No ,CC(=O)c1c(C)[nH]c(C(=O)O)c1C,1
658,No ,CC(=O)c1c(C)[nH]c(C)c1C,1
659,No ,CC(=O)c1c(C)[nH]c2ccccc12,1
14127,No ,Nc1ccccc1[N+](=O)[O-],1
11704,No ,Cc1cnc2c(c1)c(C(C)C)nn2-c,1
660,No ,CC(=O)c1c(N)n(C(C)C)c(=O)[nH]c1=O,1
14130,No ,Nc1cccnc1Cl,1
58953,Yes,ccc1cc[n-]c1c,1
14099,No ,Nc1cccc(F)c1F,1
58929,Yes,ccc1cc(c(c)F)c(c)c[n+]1c,1
653,No ,CC(=O)Nc1sc(C)c(C)c1C,1
58975,Yes,ccc1ccc(Cl)cc1c,1
14079,No ,Nc1ccc2nccnc2c1,1
14083,No ,Nc1ccc2oc(N)nc2c1,1
58972,Yes,ccc1ccc(C)n1n,1
14084,No ,Nc1ccc2sccc2c1,1
647,No ,CC(=O)Nc1nnc(-c)o1,1
14085,No ,Nc1ccc2sncc2c1,1
11725,No ,Cc1cnc2n1CCCC2,1
11721,No ,Cc1cnc2ccccc2c1O,1
14091,No ,Nc1cccc(C(F)F)c1,1
58965,Yes,ccc1ccc(Br)cn1c,1
58964,Yes,ccc1ccc(=[N+])cc1c,1
14092,No ,Nc1cccc(CC(=O)O)c1,1
651,No ,CC(=O)Nc1onc(C)c1C,1
652,No ,CC(=O)Nc1sc(-c)cc1C#N,1
58959,Yes,ccc1ccc(-c)nn1c,1
58958,Yes,ccc1ccc(-c)nc1c,1
14131,No ,Nc1cccnc1O,1
14133,No ,Nc1ccn(CC(F)F)n1,1
11726,No ,Cc1cnc2n[nH]c(C)c2c1,1
14157,No ,Nc1cnc2ccc(O)cc2n1,1
14160,No ,Nc1cnc2cccnc2n1,1
669,No ,CC(=O)c1cc(Cl)ccc1O,1
14161,No ,Nc1cnc2ncccc2n1,1
14163,No ,Nc1cncc(Br)c1,1
14164,No ,Nc1cncc(Br)c1Cl,1
14165,No ,Nc1cncc(Cl)c1,1
14166,No ,Nc1cncc(Cl)c1Cl,1
14168,No ,Nc1cnccc1CO,1
14169,No ,Nc1cnccc1O,1
11695,No ,Cc1cnc(O)c([N+](=O)[O-])c1,1
11693,No ,Cc1cnc(N)nc1N,1
14172,No ,Nc1cnn(CC(F)(F)F)c1,1
14173,No ,Nc1cnn(CC(F)F)c1,1
14175,No ,Nc1cscc1C(=O)O,1
58884,Yes,ccc1cc(N)ccc1[n+],1
673,No ,CC(=O)c1ccc(C(=O)O)s1,1
14176,No ,Nc1nc(=O)c2ccccc2n1,1
58899,Yes,ccc1cc(OC)c(o)cc1c,1
666,No ,CC(=O)c1cc(C(=O)O)n(C)c1,1
14134,No ,Nc1ccnc(=O)[nH]1,1
58904,Yes,ccc1cc(P(c)(C)=S)c(C)cc1c,1
661,No ,CC(=O)c1c(N)n(C)c(=O)[nH]c1=O,1
14139,No ,Nc1ccnc2cc(Br)ccc12,1
663,No ,CC(=O)c1c[nH]c(C(N)=O)c1,1
14142,No ,Nc1ccnc2cc(F)ccc12,1
14145,No ,Nc1ccnc2ccsc12,1
11700,No ,Cc1cnc2c(C)cc(F)cc2n1,1
665,No ,CC(=O)c1c[nH]c2ccccc12,1
58916,Yes,ccc1cc([Si](c)(c)F)c(c)cc1c,1
14148,No ,Nc1ccncc1Br,1
14149,No ,Nc1ccncc1Cl,1
58912,Yes,ccc1cc([Si-](c)(c)(F)F)c(c)cc1c,1
14152,No ,Nc1ccsc1C(=O)O,1
58910,Yes,ccc1cc([NH3+])ccc1c,1
58909,Yes,ccc1cc([N+](=O)[O-])ccc1[n+],1
11698,No ,Cc1cnc(S)c([N+](=O)[O-])c1,1
14154,No ,Nc1cnc2c(c1)COCC2,1
58906,Yes,ccc1cc(Sc)c(c)cc1c,1
58976,Yes,ccc1ccc(F)cc1c,1
14075,No ,Nc1ccc2cn[nH]c2c1,1
14389,No ,O=c1[nH]c(CS)ncc1s,1
13973,No ,Nc1cc(Cl)cc(Cl)c1O,1
59062,Yes,ccc1nc(-c(c)n)c(c)cc1c,1
614,No ,CC(=O)Nc1ccncc1Br,1
615,No ,CC(=O)Nc1cn(C)nn1,1
13981,No ,Nc1cc(F)c(F)cc1C(=O)O,1
13984,No ,Nc1cc(F)ccc1Br,1
618,No ,CC(=O)Nc1cncc(Br)c1Cl,1
619,No ,CC(=O)Nc1cnccc1CO,1
13987,No ,Nc1cc(N)c(F)cc1F,1
620,No ,CC(=O)Nc1cnccc1N(C)C,1
13988,No ,Nc1cc(N)cc(F)c1,1
59048,Yes,ccc1nc(-c(c)c)c(=O)nc1c,1
13990,No ,Nc1cc(O)cc(F)c1,1
13993,No ,Nc1cc(O)ccn1,1
14001,No ,Nc1cc2ccccc2c(Cl)n1,1
14002,No ,Nc1ccc(=O)n(CCO)c1,1
11747,No ,Cc1cncc(Oc(n)o)c1,1
59036,Yes,ccc1n(c)C[C@@H]2CNC[C@H]1C2,1
59063,Yes,ccc1nc(-c(c)n)sc1c,1
13972,No ,Nc1cc(Cl)cc(Cl)c1Cl,1
14009,No ,Nc1ccc(Br)nc1Cl,1
59067,Yes,ccc1nc(-c(c)s)c(C)nc1c,1
13955,No ,N[C@H]1C[C@@H](C(=O)O)C1,1
13956,No ,N[C@H]1c2ccccc2C[C@H]1O,1
13957,No ,Nc1[nH]c(=O)ncc1F,1
59084,Yes,ccc1nc(C=N)sc1c,1
13958,No ,Nc1c[nH]ccn1,1
13960,No ,Nc1cc(=O)c2ccccc2s1,1
13961,No ,Nc1cc(=O)n2ccccc2n1,1
13962,No ,Nc1cc(Br)c(F)cc1Cl,1
59078,Yes,ccc1nc(C(C)=[N+])sc1c,1
609,No ,CC(=O)Nc1cccnn1,1
13963,No ,Nc1cc(Br)ccc1Cl,1
59075,Yes,ccc1nc(C(=O)[O-])ccc1c,1
13964,No ,Nc1cc(Br)ccc1F,1
13965,No ,Nc1cc(C(=O)O)cs1,1
612,No ,CC(=O)Nc1ccnc(O)c1,1
13967,No ,Nc1cc(C(F)(F)F)nc(N)n1,1
59069,Yes,ccc1nc(-c(c)s)ccc1c,1
14008,No ,Nc1ccc(Br)nc1,1
626,No ,CC(=O)Nc1cnn(C)c1C(F)F,1
14073,No ,Nc1ccc2ccccc2c1,1
14043,No ,Nc1ccc(S(N)(=O)=O)c(F)c1,1
636,No ,CC(=O)Nc1nc(C)nn1C,1
14049,No ,Nc1ccc2[nH]ncc2c1,1
58999,Yes,ccc1ccc(c)cc1n,1
637,No ,CC(=O)Nc1nc(O)cc(O)n1,1
58997,Yes,ccc1ccc(c)cc1[n+],1
14055,No ,Nc1ccc2c(c1)C(=O)NCC2,1
14056,No ,Nc1ccc2c(c1)CC(=O)N2,1
11730,No ,Cc1cnc2ncnn2c1C,1
638,No ,CC(=O)Nc1ncc(-c)s1,1
58990,Yes,ccc1ccc([O-])cc1o,1
14065,No ,Nc1ccc2c(c1)OCCN2,1
58988,Yes,ccc1ccc([NH3+])cc1c,1
640,No ,CC(=O)Nc1nccc(N)n1,1
58986,Yes,ccc1ccc(S)cc1c,1
641,No ,CC(=O)Nc1ncccc1Br,1
14069,No ,Nc1ccc2c[nH]nc2c1,1
14070,No ,Nc1ccc2ccc(Cl)c(Cl)c2n1,1
14047,No ,Nc1ccc2[nH]c(=O)[nH]c2c1,1
59006,Yes,ccc1ccc[n+]c1c,1
59029,Yes,ccc1cnn(-c)c1n,1
14042,No ,Nc1ccc(O)cc1F,1
11743,No ,Cc1cncc(C)c1O,1
11741,No ,Cc1cncc(C(N)=O)c1O,1
14021,No ,Nc1ccc(Cl)cc1C(=O)O,1
11739,No ,Cc1cncc(C(=O)N(C)C)c1O,1
14025,No ,Nc1ccc(F)c(Br)c1,1
14026,No ,Nc1ccc(F)c(C(F)(F)F)c1,1
11737,No ,Cc1cncc(-n)c1,1
11735,No ,Cc1cncc(-c(n)o)c1,1
59019,Yes,ccc1ccn(c)cc1c,1
14031,No ,Nc1ccc(F)c(NC(=O)O)c1,1
14032,No ,Nc1ccc(F)c(O)c1,1
627,No ,CC(=O)Nc1csc(-c)n1,1
11734,No ,Cc1cnc2snc(C)c2c1,1
14034,No ,Nc1ccc(F)cc1Br,1
631,No ,CC(=O)Nc1nc(-c)no1,1
59009,Yes,ccc1ccccc1[n-],1
14040,No ,Nc1ccc(O)c(Cl)c1,1
14177,No ,Nc1nc(=O)c2cn[nH]c2[nH]1,1
14179,No ,Nc1nc(CCO)ns1,1
675,No ,CC(=O)c1ccc(C)cc1C,1
58732,Yes,ccc1c2cc(c)cc(c)c2n(c)c1c,1
14332,No ,O=C1CC2(CCCCC2)CC(=O)N1,1
14333,No ,O=C1CCC2CNCCN12,1
720,No ,CC(=O)n1ccccc1=N,1
58727,Yes,ccc1c2cc(N)ccc2n(c)c1c,1
14334,No ,O=C1CCCC(=O)N1,1
14337,No ,O=C1CCOc2ccc(Cl)cc21,1
721,No ,CC(=O)n1ccccc1=NC(C)C,1
58723,Yes,ccc1c2cc(Cl)cnc2nn1c,1
14338,No ,O=C1CCOc2ccccc21,1
723,No ,CC(C(=O)Nc(n)s)N(C)C,1
14339,No ,O=C1CCc2c(O)cccc21,1
58719,Yes,ccc1c2cc(C)cc(n)c2n(C)c1c,1
14341,No ,O=C1CCc2ccc(O)cc2N1,1
14342,No ,O=C1CCc2cccc3c2N1CCC3,1
725,No ,CC(C(=O)O)N1CCNCC1,1
14344,No ,O=C1CN(C(=O)CO)CCN1,1
14347,No ,O=C1COc2ccc(Cl)cc2N1,1
58731,Yes,ccc1c2cc(c)cc(c)c2n(-c)c1c,1
14330,No ,O=C(O)c1ncccc1O,1
11665,No ,Cc1cnc(C)c(C)c1C,1
14329,No ,O=C(O)c1ncc(Cl)c(Cl)c1Cl,1
716,No ,CC(=O)c1csc2ccccc12,1
14311,No ,O=C(O)c1cccc(C(=O)O)c1,1
58754,Yes,ccc1c2n(c(-c)c1c)[B-](O)(O)[N+]C(c)=C2,1
14312,No ,O=C(O)c1cccc(CS)c1,1
11671,No ,Cc1cnc(C2CC2)s1,1
14315,No ,O=C(O)c1ccccc1Cl,1
14320,No ,O=C(O)c1cccnc1S,1
14321,No ,O=C(O)c1ccnc2c(Br)cccc12,1
14322,No ,O=C(O)c1cncc(Br)c1,1
14323,No ,O=C(O)c1cncc(O)c1,1
718,No ,CC(=O)n1ccc(C)cc1=N,1
58742,Yes,ccc1c2ccccc2c(c)cn1c,1
719,No ,CC(=O)n1ccc(C)cc1=NC(C)C,1
58739,Yes,ccc1c2cccc(c)c2n(-c)c1c,1
58738,Yes,ccc1c2cccc(N)c2n(C)c1c,1
58736,Yes,ccc1c2cccc(-n)c2n(-c)c1c,1
14328,No ,O=C(O)c1nc(Cl)c(Cl)cc1Cl,1
58710,Yes,ccc1c2cc(-n)cc(-n)c2n(-c)c1c,1
14350,No ,O=C1Cc2cccc3c2N1CCC3,1
14180,No ,Nc1nc(CO)cs1,1
58684,Yes,ccc1c2c(ccc1c)O[B-][n+](c)c-2c(c)-c,1
14375,No ,O=[N+]([O-])c1ccc(S)cc1O,1
14379,No ,O=[N+]([O-])c1cccc(S)c1,1
738,No ,CC(C)(C(N)=O)C1CCCC1,1
14380,No ,O=[N+]([O-])c1cccc(s)c1,1
58676,Yes,ccc1c2c(ccc1c)N(C)CC(C)=C2,1
740,No ,CC(C)(C(N)=O)c1cccc(Cl)c1,1
58672,Yes,ccc1c2c(ccc1c)C=CBN2,1
58671,Yes,ccc1c2c(ccc1c)C=CB(c)N2c(c)c,1
14383,No ,O=[N+]([O-])c1ccccc1Cl,1
58669,Yes,ccc1c2c(ccc1c)C=CB(C)N2c(c)c,1
14385,No ,O=[N+]([O-])c1ccccc1S,1
58667,Yes,ccc1c2c(ccc1c)C(c)=C(c)C2(C)C,1
14387,No ,O=[N+]([O-])c1cccnc1S,1
58664,Yes,ccc1c2c(ccc1c)C(C)(O)N(C)C2=O,1
58663,Yes,ccc1c2c(ccc1c)C(C)(C)c(c)c-2c(c)c,1
58662,Yes,ccc1c2c(ccc1c)C(C)(C)C(c)=C2c(c)c,1
743,No ,CC(C)(C(N)=O)c1cccnc1,1
14373,No ,O=[N+]([O-])c1ccc(S)c2ccncc12,1
14372,No ,O=[N+]([O-])c1ccc(S)c([N+](=O)[O-])c1,1
729,No ,CC(C(N)=O)N1C(=O)CCC1=O,1
14371,No ,O=[N+]([O-])c1ccc(S)c(F)c1,1
14356,No ,O=C1NCCc2ccccc21,1
14358,No ,O=CNc1ccccc1,1
14359,No ,O=Cc1cccc(O)c1,1
14360,No ,O=Cc1ccccc1,1
14362,No ,O=S1(=O)CCNCC1,1
14363,No ,O=S1CCCCC1,1
14365,No ,O=[N+]([O-])c1cc(Br)ccc1S,1
58696,Yes,ccc1c2c(sc1c)-c(c)c(c)C2(C)C,1
58695,Yes,ccc1c2c(sc)c(c)ccc2n(-c)c1c,1
14366,No ,O=[N+]([O-])c1cc(CS)ccc1Br,1
14367,No ,O=[N+]([O-])c1cc(Cl)ccc1S,1
14368,No ,O=[N+]([O-])c1ccc(O)c(CO)c1,1
14369,No ,O=[N+]([O-])c1ccc(O)c(F)c1,1
58690,Yes,ccc1c2c(n(c)-c)c(c)ccc2n(-c)c1c,1
58689,Yes,ccc1c2c(n(c)-c)c(c)cc(c)c2n(c)c1c,1
734,No ,CC(C(N)=O)n(n)n,1
14370,No ,O=[N+]([O-])c1ccc(O)cc1,1
14307,No ,O=C(O)c1ccc(O)cc1,1
58761,Yes,ccc1c2n(c(C)c1c)[B-](F)(F)[N+]C(c)=C2,1
58762,Yes,ccc1c2n(c(C)c1c)[B-](F)(F)[N+]C(c)=C2C,1
14202,No ,Nc1nc2ccc(Cl)cc2o1,1
14211,No ,Nc1nc2ccccn2n1,1
58849,Yes,ccc1cc(C(c)(c)c)c(-c)cc1c,1
58847,Yes,ccc1cc(C(N)=O)c(c)cc1c,1
14217,No ,Nc1ncc(C(=O)O)s1,1
684,No ,CC(=O)c1ccc(N)c([N+](=O)[O-])c1,1
58838,Yes,ccc1cc(C(C)(N)O)c(C)cc1c,1
14224,No ,Nc1ncc[nH]c1=O,1
14226,No ,Nc1nccc(Cl)n1,1
11683,No ,Cc1cnc(Cn(n)n)o1,1
14240,No ,Nc1nccn2nnnc12,1
14244,No ,Nc1ncnc(N)c1Cl,1
688,No ,CC(=O)c1ccc(O)c(Br)c1,1
689,No ,CC(=O)c1ccc(O)c(CS)c1,1
690,No ,CC(=O)c1ccc(O)c(Cl)c1,1
14246,No ,Nc1ncnc2[nH]cnc12,1
693,No ,CC(=O)c1ccc(O)c(O)c1,1
14253,No ,Nc1ncnc2cccc(F)c12,1
14205,No ,Nc1nc2ccc(F)cn2n1,1
58857,Yes,ccc1cc(C)c(c)cc1o,1
58763,Yes,ccc1c2n(c(C)c1c)[B-](F)(F)[N+]C(c)=C2c(c)c,1
14200,No ,Nc1nc2cc(F)ccc2s1,1
14181,No ,Nc1nc(CS)cs1,1
14182,No ,Nc1nc(CS)ns1,1
676,No ,CC(=O)c1ccc(C)cc1C(C)C,1
14183,No ,Nc1nc(N)c2[nH]cnc2n1,1
14187,No ,Nc1nc(O)ncc1Cl,1
14188,No ,Nc1nc(S)nc2ccccc12,1
14189,No ,Nc1nc(S)ncc1[N+](=O)[O-],1
14190,No ,Nc1nc2c(CO)cccc2s1,1
14191,No ,Nc1nc2c(F)cc(F)cc2s1,1
58867,Yes,ccc1cc(C=N)cnc1c,1
678,No ,CC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1
14192,No ,Nc1nc2c(F)cccc2s1,1
58864,Yes,ccc1cc(C)occ1c,1
58863,Yes,ccc1cc(C)oc1c,1
14193,No ,Nc1nc2c(O)cc(F)cc2s1,1
14195,No ,Nc1nc2c(c(=O)[nH]1)CCCC2,1
14199,No ,Nc1nc2cc(F)ccc2o1,1
14257,No ,Nc1ncnc2ncccc12,1
11678,No ,Cc1cnc(CN)s1,1
14259,No ,Nc1ncncc1Br,1
14260,No ,Nc1ncncc1Cl,1
58785,Yes,ccc1cc(-c(c)c)[nH]c1c,1
11673,No ,Cc1cnc(CCN)s1,1
14291,No ,O=C(O)C1CNC1,1
14294,No ,O=C(O)CCS,1
710,No ,CC(=O)c1ccccc1O,1
711,No ,CC(=O)c1ccccc1S,1
11672,No ,Cc1cnc(CC(C)C)s1,1
58774,Yes,ccc1c2nc(Cl)cnc2nn1c,1
14298,No ,O=C(O)Cc1cc(O)cc(Cl)c1,1
14300,No ,O=C(O)c1cc([N+](=O)[O-])ccc1S,1
14302,No ,O=C(O)c1ccc(=O)[nH]c1,1
714,No ,CC(=O)c1csc(C(N)=O)c1,1
14303,No ,O=C(O)c1ccc(CO)o1,1
58767,Yes,ccc1c2n(c(N)c1c)[Si](n)(O)nc(c)=N2,1
58766,Yes,ccc1c2n(c(N)c1c)P(n)(=O)nc(c)=N2,1
58765,Yes,ccc1c2n(c(C)c1c)[B-](F)(F)[n+]c(c)=C2c(c)c,1
58764,Yes,ccc1c2n(c(C)c1c)[B-](F)(F)[n+]c(c)=C2C,1
14286,No ,O=C(O)C1CCC1,1
14285,No ,O=C(O)C1(c2ccccc2)CC1,1
14284,No ,O=C(O)C1(O)CCNCC1,1
702,No ,CC(=O)c1cccc(S(N)(=O)=O)c1,1
58810,Yes,ccc1cc(-c(n)o)oc1c,1
58809,Yes,ccc1cc(-c(n)o)cnc1c,1
14266,No ,Nc1nnc2n1CCCC2,1
698,No ,CC(=O)c1cccc(Cl)c1,1
14269,No ,Nc1sc2c(c1C(=O)O)CCC2,1
700,No ,CC(=O)c1cccc(NS)c1,1
11676,No ,Cc1cnc(CN)c(C)c1,1
11675,No ,Cc1cnc(CN(C)C)s1,1
14283,No ,O=C(CS)c1ccco1,1
11674,No ,Cc1cnc(CN(C)C)o1,1
704,No ,CC(=O)c1cccc([N+])c1,1
14274,No ,O=C(CO)NC1CC1,1
14275,No ,O=C(CS)N1CCNCC1,1
14277,No ,O=C(CS)c1cccc(Br)c1,1
707,No ,CC(=O)c1ccccc1C(N)=O,1
14280,No ,O=C(CS)c1cccc(S)c1,1
876,No ,CC(C)C(=O)N1CCNC(=O)C1,1
877,No ,CC(C)C(=O)N1CCNC(C)(C)C1,1
14899,No ,c-c1cc(C(=O)O)c(C)o1,1
1014,No ,CC(C)CC1CCCN1C(N)=O,1
11384,No ,Cc1cccc2c1CCN2C(N)=O,1
57612,Yes,ccc1c(c)-cc(c)CS1,1
1015,No ,CC(C)CC1CCCN1S(c)(=O)=O,1
15513,No ,c-c1nonc1N,1
15520,No ,c-c1oncc1CN,1
1019,No ,CC(C)CCC(C)N,1
15521,No ,c-c1sc(C(N)=O)cc1CO,1
15522,No ,c-c1sc(C(N)=O)cc1CS,1
15526,No ,c-c1sc2nncc(C)c2c1N,1
15528,No ,c-n(n)c(CNC(c)(C)C)nn,1
15529,No ,c-n(n)c(CSc(n)[nH])nn,1
57597,Yes,ccc1c(c)-c(s)c(c(c)c)C12c(cc)c(c)-c(s)c2c(c)c,1
57596,Yes,ccc1c(c)-c(s)c(c(c)c)C1(C)C,1
15531,No ,c-n(n)c(CSc(n)s)nn,1
15533,No ,c-n(n)c(nn)N1CCNCC1,1
15536,No ,c-n(n)c(nn)NCc(n)n,1
15537,No ,c-n(n)c(nn)NCc(n)o,1
57618,Yes,ccc1c(c)-cc(c)c(cc)C12c(cc)c(c)-c(c)c2cc,1
57620,Yes,ccc1c(c)-cc(n)C(=C(C)[N+])O1,1
15540,No ,c-n(n)c(nn)SCc(n)[nH],1
15500,No ,c-c1noc(CCn)n1,1
15482,No ,c-c1noc(-c(c(C)n)c(C)o)n1,1
57638,Yes,ccc1c(c)Bc(c)c(cc)N1CCC,1
15484,No ,c-c1noc(-c(cn)nn)n1,1
15486,No ,c-c1noc(C(C)(C)c)n1,1
15491,No ,c-c1noc(C(C)O)n1,1
1011,No ,CC(C)CC(O)CN(C)C,1
57632,Yes,ccc1c(c)=[N+]C(C)(C)CC1CS(=O)(=O)[O-],1
57631,Yes,ccc1c(c)=[N+]C(C)(C)C=C1C,1
15492,No ,c-c1noc(C(C)S)n1,1
11392,No ,Cc1cccc2c1oc(=O)n2C,1
11389,No ,Cc1cccc2c1OCCC2N,1
1012,No ,CC(C)CC1CC(C)CC(=O)N1,1
57626,Yes,ccc1c(c)=CC(C)C(=CC)C=1,1
57625,Yes,ccc1c(c)=C(c)C2=Ncn(c)[B-](F)(F)[N+]=12,1
15497,No ,c-c1noc(CC(C)O)n1,1
15498,No ,c-c1noc(CC(c)O)n1,1
15499,No ,c-c1noc(CCN)n1,1
1022,No ,CC(C)CCCCN,1
15541,No ,c-n(n)c1cc(Cl)c(Cl)cc1n,1
57642,Yes,ccc1c(c)Bc(c)c2c-1c(-c(c)c)ccc2c,1
15560,No ,c-n1cc(CS)nn1,1
15565,No ,c-n1cc2cnnc(=O)c2n1,1
15569,No ,c-n1ccc(C(n)=O)n1,1
15573,No ,c-n1ccc(CS(C)(=O)=O)n1,1
15574,No ,c-n1ccc(CS(C)=O)n1,1
15575,No ,c-n1ccc(CS(c)(=O)=O)n1,1
15585,No ,c-n1ccnc1CN,1
1040,No ,CC(C)CN1C(=O)NC(C)(C)C1=O,1
15587,No ,c-n1ccnc1NS,1
57545,Yes,ccc1c([Si](F)(c(c)c)c(c)c)cccc1c,1
