,CATEGORY,FRAGMENTS,FREQUENCY
2919,Yes,[5*]NC1=[N+]2C(=C(c3ccc(C)cc3)c3ccc([14*])n3[B-]2(F)F)C=C1,1
2920,Yes,[11*]SC1=[N+]2C(=C(c3ccc(C)cc3)c3ccc([14*])n3[B-]2(F)F)C=C1,1
2921,Yes,F[B-]1(F)Oc2ccccc2-c2cnc3ccccc3[n+]21,1
2922,Yes,[14*]c1nc2[n+](c3ccc(Cl)cc13)[B-](F)(F)Oc1c([16*])cc([16*])cc1-2,1
2923,Yes,[14*]c1nc2[n+](c3ccccc13)[B-](F)(F)Oc1c([16*])cc([16*])cc1-2,1
2924,Yes,[14*]c1nc2[n+](c3ccc(Cl)cc13)[B-](F)(F)Oc1ccccc1-2,1
2925,Yes,[14*]c1nc2[n+](c3ccccc13)[B-](F)(F)Oc1ccccc1-2,1
2926,Yes,c1ccc2c[n+]3ccccc3cc2c1,1
2927,Yes,Fc1ccc2cc3cccc[n+]3cc2c1,1
2928,Yes,Fc1cc(F)c2cc3cccc[n+]3cc2c1,1
2929,Yes,Cc1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,1
2930,Yes,Fc1ccc(C#Cc2nc(C#Cc3ccc(F)cc3)c(C#Cc3ccc(F)cc3)c(C#Cc3ccc(F)cc3)c2C#Cc2ccc(F)cc2)cc1,1
2931,Yes,C(#Cc1nc(C#Cc2ccccc2)c(C#Cc2ccccc2)c(C#Cc2ccccc2)c1C#Cc1ccccc1)c1ccccc1,1
2932,Yes,[7*]CC1=CC(C[7*])=[N+]2C1=C(c1cc([16*])cc([16*])c1)c1c([16*])cc([14*])n1[B-]2(F)F,1
2933,Yes,[7*]CC1=C(C=O)C(C)=[N+]2C1=C(c1ccc([16*])cc1)c1c([16*])c(C=O)c(C)n1[B-]2(F)F,1
2934,Yes,[7*]CC1=C(C=O)C(C)=[N+]2C1=C(c1ccc([16*])cc1)c1c([16*])c(C=O)c([14*])n1[B-]2(F)F,1
2935,Yes,[7*]CC1=C(C=O)C(C[7*])=[N+]2C1=C(c1ccc([16*])cc1)c1c([16*])c(C=O)c([14*])n1[B-]2(F)F,1
2936,Yes,F[B-]1(F)OC(c2cccc(Br)c2)=Cc2c3ccccc3c3ccccc3[n+]21,1
2937,Yes,F[B-]1(F)OC(c2ccc(Br)cc2)=Cc2c3ccccc3c3ccccc3[n+]21,1
2938,Yes,F[B-]1(F)OC(c2ccccc2)=Cc2c3ccccc3c3ccccc3[n+]21,1
2939,Yes,Cc1cccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)c1,1
2940,Yes,[7*]CC1=CC(C[7*])=[N+]2C1=C(c1ccc([14*])s1)c1c([16*])cc([14*])n1[B-]2(F)F,1
2941,Yes,Clc1ccc2cc3cccc[n+]3cc2c1,1
2942,Yes,[7*]CC1=CC(C[7*])=[N+]2C1=C(c1ccc(I)cc1)c1c([16*])cc([14*])n1[B-]2(F)F,1
2943,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=C(c3ccccc3)C=CC1=C2C,1
2944,Yes,[7*]C/C=C1/Sc2ccccc2N1C,1
2945,Yes,[14*]c1oc([14*])c2c1C=C(/C=N/S(=O)(=O)c1ccc(C)cc1)CC(/C=N/S(=O)(=O)c1ccc(C)cc1)=C2,1
2946,Yes,[11*]S/C=C/C1=C2C(C)=C(CC)C(C)=[N+]2[B-](F)(F)n2c(C)c([16*])c(C)c21,1
2947,Yes,C[Si](C)(c1c2ccccc2cc2ccccc12)[Si](C)(C)c1c2ccccc2cc2ccccc12,1
2948,Yes,C[Si](C)(C)[Si](C)(C)c1ccc2cc3ccccc3cc2c1,1
2949,Yes,C[Si](C)(c1ccc2cc3ccccc3cc2c1)[Si](C)(C)c1ccc2cc3ccccc3cc2c1,1
2950,Yes,C[Si](C)(c1cccc2cc3ccccc3cc12)[Si](C)(C)c1cccc2cc3ccccc3cc12,1
2951,Yes,[16*]c1ccc2cc3cccc[n+]3cc2c1,1
2952,Yes,[14*]c1c([16*])c([16*])c2n1[B-](F)(F)[N+]1=C(c3ccccc3)C(c3ccccc3)=C(c3ccccc3)C1=C2c1ccccc1,1
2953,Yes,N#Cc1cc2ccc([O-])cc2oc1=O,1
2954,Yes,[10*]N1C(=O)c2c(Br)c(Br)c3c4c(Br)c(Br)c5c6c(c(Br)c(Br)c(c7c(Br)c(Br)c(c2c37)C1=O)c64)C(=O)N([10*])C5=O,1
2955,Yes,[16*]c1c(N)sc(/N=C/c2cccs2)c1[16*],1
2956,Yes,[16*]c1c2c3c(ccc(Cl)c3c3cc4ccccc4cc13)N(C)C2=O,1
2957,Yes,[16*]c1c2c3c(ccc(Br)c3c3cc4ccccc4cc13)N(C)C2=O,1
2958,Yes,[16*]c1c2c3c(cccc3c3cc4ccccc4cc13)N(C)C2=O,1
2959,Yes,[16*]c1c2c3c(ccc(C)c3c3cc4ccccc4cc13)N(C)C2=O,1
2960,Yes,[16*]c1c2c3c(ccc([16*])c3c3cc4ccccc4cc13)N(C)C2=O,1
2961,Yes,[16*]c1c2c3c(ccc([N+](=O)[O-])c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,1
2962,Yes,[16*]c1c2c3c(ccc(F)c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,1
2963,Yes,[16*]c1c2c3c(ccc(Cl)c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,1
2964,Yes,[16*]c1c2c3c(ccc(Br)c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,1
2965,Yes,[16*]c1c2c3c(cccc3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,1
2966,Yes,[16*]c1c2c3c(ccc(C)c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,1
2967,Yes,[16*]c1c2c3c(ccc([16*])c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,1
2968,Yes,[16*]c1ccn(C)c1,1
2969,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=C(c3ccccc3)C=CC1=C2c1ccc(I)cc1,1
2970,Yes,[15*][C@@H]1C[C@H]([NH3+])[C@@H](O)[C@@H](O)[C@H]1O,1
2971,Yes,[15*][C@H]1C[C@@H]([NH3+])[C@H](O)[C@@H](O)[C@@H]1O,1
2972,Yes,[4*]CC[NH3+],1
2973,Yes,O=P1(c2ccccc2)C(c2cccs2)=Cc2ccccc21,1
2974,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=C(c3ccc([16*])cc3)C=CC1=C2c1ccc(I)cc1,1
2975,Yes,[16*]c1ccc(C2=Cc3cc4c(cc3P2(=O)c2ccccc2)C=C(c2ccc([16*])cc2)P4(=O)c2ccccc2)cc1,1
2976,Yes,[16*]c1ccc(-c2cc3cc4c(cc(-c5ccc([16*])cc5)p4-c4ccccc4)cc3p2-c2ccccc2)cc1,1
2977,Yes,O=P1(c2ccccc2)C(c2ccc(C3=Cc4ccccc4P3(=O)c3ccccc3)cc2)=Cc2ccccc21,1
2978,Yes,[14*]c1c2cc(N)ccc2c2ccc(N)cc2[n+]1CC,1
2979,Yes,[16*]c1c2c3c(ccc(F)c3c3cc4ccccc4cc13)N(C)C2=O,1
2980,Yes,[16*]c1c2c3c(ccc([N+](=O)[O-])c3c3cc4ccccc4cc13)N(C)C2=O,1
2981,Yes,[9*]n1c2ccccc2c(=O)c2cc(I)ccc21,1
2982,Yes,[13*][C@@H]1O[C@H]([13*])[C@@H](O)[C@@H](O)[C@H]1O,1
2983,Yes,[9*]n1c2ccc(Br)cc2c(=O)c2cc3c(cc21)c(=O)c1cc(Br)ccc1n3[9*],1
2984,Yes,[9*]n1c2ccc(Cl)cc2c(=O)c2cc3c(cc21)c(=O)c1cc(Cl)ccc1n3[9*],1
2985,Yes,[9*]n1c2ccc(F)cc2c(=O)c2cc3c(cc21)c(=O)c1cc(F)ccc1n3[9*],1
2986,Yes,[9*]n1c2ccccc2c(=O)c2cc3c(cc21)c(=O)c1cc(I)ccc1n3[9*],1
2987,Yes,Cc1ccc(C#Cc2ccc3nc4ccc(C#Cc5ccc(C)cc5)cn4c(=O)c3c2)cc1,1
2988,Yes,O=c1c2cc(C#Cc3ccc(Cl)cc3)ccc2nc2ccc(C#Cc3ccc(Cl)cc3)cn12,1
2989,Yes,O=c1c2cc(C#Cc3ccccc3)ccc2nc2ccc(C#Cc3ccccc3)cn12,1
2990,Yes,O=c1c2ccccc2nc2ccccn12,1
2991,Yes,O=c1c2cc3[nH]c4c(S(=O)(=O)O)cc(S(=O)(=O)O)cc4c(=O)c3cc2[nH]c2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc12,1
2992,Yes,[4*][C@@H](CC[8*])C(=O)O,1
2993,Yes,[13*][C@H]1O[C@@H](O)[C@@H]([15*])[C@H](O)[C@@H]1O,1
2994,Yes,[9*]n1c2ccccc2c(=O)c2cc(S(=O)(=O)O)ccc21,1
2995,Yes,[9*]n1c2ccccc2c(=O)c2cc(C)ccc21,1
2996,Yes,[16*]c1cc[nH]c1,1
2997,Yes,[9*]n1c2ccccc2c(=O)c2cc(F)ccc21,1
2998,Yes,[9*]n1c2ccc([16*])cc2c(=O)c2cc([16*])ccc21,1
2999,Yes,[9*]n1c2ccc(N)cc2c(=O)c2cc(N)ccc21,1
3000,Yes,[9*]n1c2ccccc2c(=O)c2cc(N)ccc21,1
3001,Yes,[16*]c1ccc2[nH]c3ccc(Cl)cc3c(=O)c2c1,1
3002,Yes,[16*]c1cc([16*])c2c(c1)C(=O)c1cc([16*])cc([16*])c1-2,1
3003,Yes,[9*]n1c2ccc(Br)cc2c(=O)c2cc(S(=O)(=O)O)ccc21,1
3004,Yes,[1*]C(=O)C(N)C[8*],1
3005,Yes,[16*]c1c(N)sc(N)c1[16*],1
3006,Yes,[14*]c1ccc(/C=N/c2sc(N)c([16*])c2[16*])s1,1
3007,Yes,[14*]c1cc([16*])c2n1[B-](F)(F)[N+]1=C(c3ccccc3)C=C(c3ccccc3)C1=C2c1ccccc1,1
3008,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=C(c3cccc4ccccc34)C=CC1=C2c1c(C)cc(C)cc1C,1
3009,Yes,[14*]c1c(Br)c([16*])c2n1[B-](F)(F)[N+]1=C(c3ccc([16*])cc3)C(Br)=C(c3ccc4ccccc4c3)C1=N2,1
3010,Yes,[14*]c1cc([16*])c2n1[B-](F)(F)[N+]1=C(c3ccc([16*])cc3)C=C(c3ccc4ccccc4c3)C1=N2,1
3011,Yes,[9*]n1c2ccccc2c(=O)c2cc(Br)ccc21,1
3012,Yes,[9*]n1c([14*])[n+](CCCC)c2ccc(C)cc21,1
3013,Yes,[9*]n1c([14*])[n+](CC)c2ccc(C)cc21,1
3014,Yes,[14*]c1n(C)c2cc(C)ccc2[n+]1C,1
3015,Yes,[9*]n1c([14*])[n+](CCCC)c2ccccc21,1
3016,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=C(c3cccs3)C=CC1=C2c1ccc(Br)cc1,1
3017,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=C(c3cccs3)C=CC1=C2C(F)(F)F,1
3018,Yes,[14*]c1nc2ccccc2n(C)c1=O,1
3019,Yes,[14*]c1nc2ccc3cc(O)ccc3c2oc1=O,1
3020,Yes,[14*]c1nc2c(cc(S(=O)(=O)O)c3ccccc32)oc1=O,1
3021,Yes,Cc1nc2c(ccc3ccc(O)cc32)oc1=O,1
3022,Yes,Cc1nc2c(ccc3ccccc32)oc1=O,1
3023,Yes,[14*]c1nc2c(ccc3ccc(O)cc32)oc1=O,1
3024,Yes,[14*]c1nc2ccc(N)cc2oc1=O,1
3025,Yes,[16*]c1c(C)c(C)n2c1C=C1C(c3ccccc3)=C(C)C(C)=[N+]1[B-]2(F)F,1
3026,Yes,[16*]c1cc(/N=N/c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc2F)ccc1O,1
3027,Yes,[16*]c1cc(/N=N\c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc2F)ccc1O,1
3028,Yes,[16*]c1c(C)c(C)n2c1C=C1C(c3cccs3)=C(C)C(C)=[N+]1[B-]2(F)F,1
3029,Yes,[5*]N1C(=S)c2cccc3cccc(c23)C1=S,1
3030,Yes,Cc1ccc2nc3c(=O)[nH]c(=O)[nH]c3nc2c1C,1
3031,Yes,[14*]c1cc([16*])c2n1[B-](F)(F)[N+]1=C(c3ccccc3)C=C(c3ccccc3)C1=C2,1
3032,Yes,[14*]c1cc([16*])c2n1[B-](F)(F)[N+]1=C(c3ccc4cc([16*])ccc4c3)C=C(c3ccc4ccccc4c3)C1=N2,1
3033,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=C(c3nc4ccccc4s3)C=CC1=C2c1ccccc1,1
3034,Yes,[16*]c1csc2ccccc12,1
3035,Yes,CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1c2ccc2ccccc12,1
3036,Yes,[16*]c1ccc2c(c1)C1(Cc3ccccc3C1)c1cc([16*])ccc1-2,1
3037,Yes,[16*]c1ccc2c(c1)C1(CCCC1)c1cc([16*])ccc1-2,1
3038,Yes,[16*]c1ccc2c(c1)C1(CC1)c1cc([16*])ccc1-2,1
3039,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=C(c3ccc4ccccc4c3)C=CC1=C2c1c(C)cc(C)cc1C,1
3040,Yes,[16*]c1ccc2c(ccc3ccccc32)c1,1
3041,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=C(c3ccc4c(ccc5ccccc54)c3)C=CC1=C2c1c(C)cc(C)cc1C,1
3042,Yes,[14*]c1c([16*])cc2n1[B-](F)(F)[N+]1=C(c3ccc4ccc5cccc6ccc3c4c56)C(CCC)=CC1=C2c1c(C)cc(C)cc1C,1
3043,Yes,[14*]c1ccc2n1[B-](F)(F)[N+]1=C(c3csc4ccccc34)C=CC1=C2c1c(C)cc(C)cc1C,1
3044,Yes,[16*]c1c(/N=C/c2cccs2)sc(/N=C/c2cccs2)c1[16*],1
3045,Yes,[14*]c1ccc(/C=N/c2sc(/N=C/c3ccc([14*])s3)c([16*])c2[16*])s1,1
3046,Yes,[16*]c1ccc([16*])c2c1C=C(C(=O)O)C1=N[N+](CC)(CC)CN12,1
3047,Yes,[9*]n1c2ccc(Br)cc2c(=O)c2cc(Br)ccc21,1
3048,Yes,[16*]c1cc2c(cc1[16*])N1C[N+](CC)(CC)N=C1C(C(=O)O)=C2,1
3049,Yes,CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(C)c(C)cc12,1
3050,Yes,[16*]c1ccc2c(c1)N1C[N+](CC)(CC)N=C1C(C(=O)O)=C2,1
3051,Yes,CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccc(C)cc12,1
3052,Yes,CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccc(Cl)cc12,1
3053,Yes,CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(Cl)ccc12,1
3054,Yes,CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(F)ccc12,1
3055,Yes,[14*]c1ccc(/C=N/c2sc(/N=C/c3cccs3)c([16*])c2[16*])s1,1
3056,Yes,CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(C)ccc12,1
3057,Yes,[16*]c1csc(/C=N/c2sc(/N=C/c3cc([16*])cs3)c([16*])c2[16*])c1,1
3058,Yes,[16*]c1ccc(/C=N/c2ccc([16*])cc2)cc1,1
3059,Yes,CCCC1(CCC)c2ccccc2-c2ccccc21,1
3060,Yes,Cc1ccc(C2=C3C=CC([Se]c4ccccc4)=[N+]3[B-](F)(F)n3c([Se]c4ccccc4)ccc32)cc1,1
3061,Yes,F[B-]1(F)N(c2ccccc2)c2cccc3ccc4ccc[n+]1c4c23,1
3062,Yes,[16*]c1c([16*])c2n(c1C)[B-](F)(F)[N+]1=c3cc4c(cc3=C(C)C1=C2)c(C)c1n4[B-](F)(F)[N+]2=C(C)C(CC)=C(CC)C2=C1,1
3063,Yes,[16*]c1c([16*])c2n(c1C)[B-](F)(F)[N+]1=C(C)c3cc4c(cc3C1=C2)=[N+]1C(=Cc2c([16*])c([16*])c(C)n2[B-]1(F)F)C=4C,1
3064,Yes,CC1=c2cc3c(C)c4n(c3cc2=[N+]2C1=Cc1c3ccccc3c(C)n1[B-]2(F)F)[B-](F)(F)[N+]1=C(C)c2ccccc2C1=C4,1
3065,Yes,CC1=c2cc3c(cc2=[N+]2C1=Cc1c4ccccc4c(C)n1[B-]2(F)F)C1=Cc2c4ccccc4c(C)n2[B-](F)(F)[N+]1=C3C,1
3066,Yes,[15*]C1C(=O)c2cc([16*])c3c4c([16*])cc5c6c(cc([16*])c(c7c([16*])cc(c2c37)C1=O)c64)C1=C(C5=O)c2ccc3ccccc3[n+]2[B-](F)(F)O1,1
3067,Yes,[16*]c1cc2c3c(cc([16*])c4c5c([16*])cc6c7c(cc([16*])c(c1c34)c75)C(=O)C1=C6O[B-](F)(F)[n+]3c1ccc1ccccc13)C1=C(C2=O)c2ccc3ccccc3[n+]2[B-](F)(F)O1,1
3068,Yes,[14*]c1cc([16*])c2ccc3[n+](c2n1)[B-](F)(F)OC(c1ccc([16*])cc1)=N3,1
3069,Yes,Cc1cc2ccsc2c2[nH]c3ccccc3c12,1
3070,Yes,Cc1cc2cc(C)c3c4ccccc4[nH]c3c2s1,1
3071,Yes,[16*]c1cc(=O)oc2cc(C)c(Cl)cc12,1
3072,Yes,[16*]c1cc(=O)oc2c(O)c(O)ccc12,1
3073,Yes,[16*]c1cc(=O)oc2cc(O)ccc12,1
3074,Yes,[16*]c1cc(=O)oc2ccccc12,1
3075,Yes,Cc1cc2cc(C)c3c4ccccc4[nH]c3c2o1,1
3076,Yes,O=C1c2ccccc2C2=Nc3cccc[n+]3[B-](F)(F)N12,1
3077,Yes,O=C1c2ccccc2C2=Nc3ccc4ccccc4[n+]3[B-](F)(F)N12,1
3078,Yes,O=C1c2cc3ccccc3cc2C2=Nc3cccc[n+]3[B-](F)(F)N12,1
3079,Yes,Cc1cc2c3ccccc3sc2c2[nH]c3ccccc3c12,1
3080,Yes,O=C1c2cc3ccccc3cc2C2=Nc3ccc4ccccc4[n+]3[B-](F)(F)N12,1
3081,Yes,Cc1cc2c3ccccc3oc2c2[nH]c3ccccc3c12,1
3082,Yes,F[B-]1(F)n2c(nc3c4ccccc4c4ccccc4c32)-c2ccc3ccccc3[n+]21,1
3083,Yes,[16*]c1ccc2c(c1)OC1=[N+](c3ccc(I)cc3)[B-](F)(F)n3c(nc4ccccc43)C1=C2,1
3084,Yes,Cc1cc2c3ccccc3[nH]c2c2[nH]c3ccccc3c12,1
3085,Yes,[14*]c1nc2cc([N+](=O)[O-])ccc2[nH]1,1
3086,Yes,[16*]c1c(C)c2c3ccccc3[nH]c2c2ccccc12,1
3087,Yes,Cc1cc(=O)oc2cc(O)ccc12,1
3088,Yes,CC1=C(C)C(c2c(C)c(C)c3n2[B-](F)(F)[N+]2=C(C)C(C)=C(C)C2=C3)=[N+]2C1=Cc1c(C)c(C)c(C)n1[B-]2(F)F,1
3089,Yes,[16*]c1cc2n3c1N=C1C(c4ccccc4)=CC4=[N+]1[B-]3(Oc1ccccc14)Oc1ccccc1-2,1
3090,Yes,[16*]c1ccc2c(c1)O[B-]13Oc4cc([16*])ccc4-c4cc([16*])c(n41)N=C1C(c4ccccc4)=CC2=[N+]13,1
3091,Yes,[14*]c1c2ccccc2c2n1[B-](F)(F)[N+]1=C(c3ccccc3)c3ccccc3C1=N2,1
3092,Yes,[14*]c1c2ccccc2c2n1[B-](F)(F)[N+]1=C(c3ccc(F)cc3)c3ccccc3C1=N2,1
3093,Yes,[14*]c1c2ccccc2c2n1[B-](F)(F)[N+]1=C(c3ccc([16*])cc3)c3ccccc3C1=N2,1
3094,Yes,[14*]c1c2ccccc2c2n1[B-](F)(F)[N+]1=C(c3ccc(C)s3)c3ccccc3C1=N2,1
3095,Yes,[14*]c1c2ccc3ccccc3c2c2n1[B-](F)(F)[N+]1=C(c3ccccc3)c3ccc4ccccc4c3C1=N2,1
3096,Yes,[14*]c1nc2c(nc1[14*])C(c1ccccc1)=[N+]1C2=Nc2c3nc([14*])c([14*])nc3c([14*])n2[B-]1(F)F,1
3097,Yes,CC1=CC(C)=[N+]2C1=C(C1=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c31)c1c(C)cc(C)n1[B-]2(F)F,1
3098,Yes,CC1=CC(C)=[N+]2C1=C(C1=C(C)C3=C(C)c4c(C)cc(C)n4[B-](F)(F)[N+]3=C1C)c1c(C)cc(C)n1[B-]2(F)F,1
3099,Yes,CC1=CC(C)=[N+]2C1=Cc1c(C)c(C3=C(C)C4=Cc5c(C)cc(C)n5[B-](F)(F)[N+]4=C3C)c(C)n1[B-]2(F)F,1
3100,Yes,C#Cc1ccc2c(C)cc(=O)oc2c1,1
3101,Yes,CC1=C(C2=C(C)C(C)=[N+]3C2=Cc2cc(C)c(C)n2[B-]3(F)F)C2=Cc3cc(C)c(C)n3[B-](F)(F)[N+]2=C1C,1
3102,Yes,[14*]c1c2c3n(c([14*])c2c2n1[B-](F)(F)[n+]1c(ccc4cc([16*])ccc41)C=2C#N)[B-](F)(F)[n+]1c(ccc2cc([16*])ccc21)C=3C#N,1
3103,Yes,[14*]c1c2c3n(c([14*])c2c2n1[B-](c1ccccc1)(c1ccccc1)[n+]1c(ccc4cc([16*])ccc41)C=2C#N)[B-](c1ccccc1)(c1ccccc1)[n+]1c(ccc2cc([16*])ccc21)C=3C#N,1
3104,Yes,[14*]c1c2c3n(c([14*])c2c2n1[B-](F)(F)[n+]1ccccc1N=2)[B-](F)(F)[n+]1ccccc1N=3,1
3105,Yes,[14*]c1c2c3n(c([14*])c2c2n1[B-](F)(F)[n+]1c(sc4ccccc41)N=2)[B-](F)(F)[n+]1c(sc2ccccc21)N=3,1
3106,Yes,[16*]c1cc2ccc(C#C)cc2oc1=O,1
3107,Yes,[14*]c1c2c3n(c([14*])c2c2n1[B-](F)(F)[n+]1c(ccc4ccccc41)N=2)[B-](F)(F)[n+]1c(ccc2ccccc21)N=3,1
3108,Yes,C#Cc1ccc2cc3c(C)cc(=O)oc3cc2c1,1
3109,Yes,[16*]c1ccc2ccc3oc(=O)cc(C)c3c2c1,1
3110,Yes,C#Cc1ccc2ccc3oc(=O)cc(C)c3c2c1,1
3111,Yes,Nc1cccc2c1C(=O)c1ccccc1C2=O,1
3112,Yes,CC1=NN(c2cccc3ccccc23)[B-](F)(F)[n+]2ccccc21,1
3113,Yes,Cc1ccc(C2=C3C=CC([Te]c4ccccc4)=[N+]3[B-](F)(F)n3c([Te]c4ccccc4)ccc32)cc1,1
3114,Yes,Cc1cc(C)n2c1C=C1C(=O)N(C)C(c3ccc([N+](=O)[O-])cc3)=[N+]1[B-]2(F)F,1
3115,Yes,[8*]C[n+]1cc2ccc3c[n+](C[8*])cc4ccc(c1)c2c34,1
3116,Yes,CCCCCCCCCC[n+]1cc2ccc3c[n+](CCCCCCCCCC)cc4ccc(c1)c2c34,1
3117,Yes,C[n+]1cc2ccc3c[n+](C)cc4ccc(c1)c2c34,1
3118,Yes,[16*]c1cc[n+](CCCCCCCC)cc1,1
3119,Yes,Cc1ccc(C2C3=C(CCCC3=O)Nc3c2c(=O)oc2ccccc32)cc1,1
3120,Yes,Cc1cc2[nH]c3ccccc3c2c2[nH]c3ccccc3c12,1
3121,Yes,[14*]c1n[nH]c(=S)o1,1
3122,Yes,[6*]C(=O)NN,1
3123,Yes,O=P12n3c4c5ccccc5c3/N=C3\N=C(/N=c5/c6ccccc6c(n51)=c1c5ccccc5c(n12)=N4)c1ccccc13,1
3124,Yes,[3*]O[Si]12n3c4c5ccccc5c3/N=C3\N=C(/N=c5/c6ccccc6c(n51)=c1c5ccccc5c(n12)=N4)c1ccccc13,1
3125,Yes,C[Si](C)(C)O[Si]1(O[Si](C)(C)C)n2c3c4ccccc4c2/N=C2\N=C(/N=c4/c5ccccc5/c(n41)=N/C1=N/C(=N\3)c3ccccc31)c1ccccc12,1
3126,Yes,[16*]c1ccc(/C=C/SC=C(c2ccccc2)c2ccccc2)cc1,1
3127,Yes,[15*]C1CCC(=CS/C=C/c2ccc([16*])cc2)CC1,1
3128,Yes,[16*]c1ccc(/C=C/SC=C2CCC(C)CC2)cc1,1
3129,Yes,[16*]c1ccc(/C=C/SC=C2CCCCCCC2)cc1,1
3130,Yes,[16*]c1ccc(/C=C/SC=C2CCCCCC2)cc1,1
3131,Yes,[16*]c1ccc(/C=C/SC=C2CCCCC2)cc1,1
3132,Yes,[16*]c1ccc(/C=C/SC=C2CCCC2)cc1,1
3133,Yes,C(S/C=C/c1ccc(/C=C/SC=C(c2ccccc2)c2ccccc2)cc1)=C(c1ccccc1)c1ccccc1,1
3134,Yes,[15*]C1CCC(=CS/C=C/c2ccc(/C=C/SC=C3CCC([15*])CC3)cc2)CC1,1
3135,Yes,CC1CCC(=CS/C=C/c2ccc(/C=C/SC=C3CCC(C)CC3)cc2)CC1,1
3136,Yes,C(S/C=C/c1ccc(/C=C/SC=C2CCCCCCC2)cc1)=C1CCCCCCC1,1
3137,Yes,C(S/C=C/c1ccc(/C=C/SC=C2CCCCCC2)cc1)=C1CCCCCC1,1
3138,Yes,O=C1CCCC2=C1C(c1cccc(Cl)c1)c1c(c3ccccc3oc1=O)N2,1
3139,Yes,[16*]c1ccc(C2C3=C(CCCC3=O)Nc3c2c(=O)oc2ccccc32)cc1,1
3140,Yes,O=C1CCCC2=C1C(c1ccc([N+](=O)[O-])cc1)c1c(c3ccccc3oc1=O)N2,1
3141,Yes,Cc1cc2c3ccccc3n(C)c2c2c1c1ccccc1n2C,1
3142,Yes,[1*]C(=O)C1=C(N)n2c(=O)c3ccccc3c(=O)n2C1c1cccs1,1
3143,Yes,[1*]C(=O)C1=C(N)n2c(=O)c3ccccc3c(=O)n2C1c1ccc(C)cc1,1
3144,Yes,[1*]C(=O)C1=C(N)n2c(=O)c3ccccc3c(=O)n2C1c1ccc([N+](=O)[O-])cc1,1
3145,Yes,[1*]C(=O)C1=C(N)n2c(=O)c3ccccc3c(=O)n2C1c1ccccc1,1
3146,Yes,N#CC1=C(N)n2c(=O)c3ccccc3c(=O)n2C1c1cccs1,1
3147,Yes,Cc1ccc(C2C(C#N)=C(N)n3c(=O)c4ccccc4c(=O)n32)cc1,1
3148,Yes,N#CC1=C(N)n2c(=O)c3ccccc3c(=O)n2C1c1ccc([N+](=O)[O-])cc1,1
3149,Yes,N#CC1=C(N)n2c(=O)c3ccccc3c(=O)n2C1c1ccccc1,1
3150,Yes,Cc1ccc(/N=C2/C3=c4[nH]c5ccccc5c4=[N+](c4ccc(C)cc4)[B-](F)(F)N3c3ccccc32)cc1,1
3151,Yes,Cc1ccc([N+]2=c3c4n(c5ccccc35)[B-](F)(F)[N+](c3ccc(C)cc3)=c3c=4n(c4ccccc34)[B-]2(F)F)cc1,1
3152,Yes,[16*]c1ccccc1[O-],1
3153,Yes,O=C1CCCC2=C1C(c1ccccc1)c1c(c3ccccc3oc1=O)N2,1
3154,Yes,[9*]n1c2ccccc2c2c(C)cc3c4ccccc4oc3c21,1
3155,Yes,Cc1cc2sccc2c2[nH]c3ccccc3c12,1
3156,Yes,[5*]N1C(c2ccccc2[16*])=NC2c3cccc4cccc(c34)C21,1
3157,Yes,[5*]N1C(c2ccccc2O)=NC2c3cccc4cccc(c34)C21,1
